ProbeID	Name	Xenograft_PF_treated_F1_S40	Xenograft_PF_treated_F2_S36	Xenograft_control_C1_S15	Xenograft_PF_treated_F3_S50	Xenograft_control_C2_S5	Xenograft_control_C3_S52
AC133539.1	AC133539.1	0	0	0	0	0.248474115	0
AC131210.1	AC131210.1	0	0	0	0	0	0
AC005832.1	AC005832.1	0.859832029	0.823578998	0.78844016	0.673852169	0	0.414432162
AC006063.1	AC006063.1	0	0	0	0.233197217	0	0
AL445645.1	AL445645.1	0.217705952	0.124262617	0	0.3549734	0	0.055435574
AL596247.1	AL596247.1	0	0.237969916	0	0	0	0
AC011333.1	AC011333.1	0	0	0	0	0	0
AC011467.1	AC011467.1	0.060714951	0.066998448	0	0.015137279	0	0.014926259
RNF216-IT1	RNF216-IT1	0	0	0	0	0	0
AC023158.2	AC023158.2	0	0	0	0	0	0
AC087588.2	AC087588.2	3.217077131	2.590178023	0.726716146	2.639905881	0.632859134	0.834583402
AL139118.1	AL139118.1	0	0	0	0	0	0
AP001160.4	AP001160.4	1.354107949	1.503796486	0.669628217	1.294753066	0.528019139	0.701924264
AL360091.2	AL360091.2	0	0.111422924	0	0.098973163	0	0
AC004147.5	AC004147.5	0	0	0	0	0	0
AC118344.1	AC118344.1	0.050340929	0.234619037	0.822189265	0.304396556	0.050281437	0.824383355
AC130456.1	AC130456.1	0	0	0.049174051	0.040234706	0	0.039606018
AC087885.1	AC087885.1	0.412373991	0.628926604	0.201934914	0.680777125	0.220082261	0.769390073
AC008708.1	AC008708.1	0	0.173749162	0	0.154370632	0	0
AL589765.2	AL589765.2	0.340940482	0.011973867	0.168387873	0.051682952	0.372170937	0
AP001007.3	AP001007.3	0	0	0	0	0	0
AC243654.3	AC243654.3	0.113922353	0.290530567	0.203307671	0.422585018	0.167377198	0.424299741
AC012676.3	AC012676.3	0.297111574	0.220635799	0.686646638	0.48006551	0.203971641	0.315873401
AC010326.3	AC010326.3	3.226332806	3.01568132	2.794174617	2.925135441	2.414744422	2.242370803
AC090515.5	AC090515.5	0	0.284594676	0.435900574	0.455428493	0.337136754	0.35879458
AC244093.3	AC244093.3	0	0.112158045	0.120133993	0	0.134205297	0
AL596325.2	AL596325.2	0.414716825	0.191637184	0.32171456	0.30741337	0	0.37847722
AC009145.1	AC009145.1	0	0	0	0	0	0
TNR-IT1	TNR-IT1	0	0	0	0	0	0
AC243773.2	AC243773.2	0	0	0.505239538	0.232169543	0	0
AC092071.1	AC092071.1	0	0	0.153456453	0.239566682	0	0.122042765
AC010735.1	AC010735.1	0.075661732	0.06295489	0.255396795	0.055921263	0	0.107957638
U62631.1	U62631.1	0.439540164	0	0.211844541	0.387018371	0	0.17220074
AC022150.4	AC022150.4	0.202002642	0.191384514	0.107274483	0.332686168	0.026112642	0.037798698
AC064799.2	AC064799.2	0	0	0	0	0	0.068095131
AC008659.1	AC008659.1	0	0	0	0.073633116	0	0
AKT3-IT1	AKT3-IT1	0	0.153081538	0.16441687	0.135946803	0	0
AC011503.2	AC011503.2	0.311971537	0.040661441	0.04416355	0.139337204	0	0.051720534
AC119800.1	AC119800.1	0.246810587	0	0	0	0.45569361	0.611952311
HMBOX1-IT1	HMBOX1-IT1	0.338241838	0	0.30217163	0	0	0
AL118522.1	AL118522.1	0	0	0	0	0	0
AC068898.2	AC068898.2	0.203960369	0.155992683	0	0.273229411	0	0.132378372
AC005518.1	AC005518.1	0	0	0	0	0	0
AL031667.3	AL031667.3	0	0.398121579	0	0.706991964	0.131996489	0.096041316
GRK5-IT1	GRK5-IT1	0	0	0	0	0.493652457	0
AL162424.1	AL162424.1	0	0.619739781	0	0	0	0
AC005160.1	AC005160.1	0	0	0	0	0	0
AC016586.1	AC016586.1	0.625664196	0.377958854	0.404899853	0.261487489	0.124709935	0.474655124
AP000897.1	AP000897.1	0	0.074042275	0	0	0	0
AC124319.1	AC124319.1	0.254440454	0	0.427654441	0	0.253904577	0.186816192
AC025280.1	AC025280.1	0	0	0	0.419643517	0	0
AC005520.3	AC005520.3	0.304678081	0.255965946	0.272687333	0.227568583	0	0
RABGAP1L-IT1	RABGAP1L-IT1	0.254810492	0.937982352	1.365670144	0.67548265	0.353868645	1.268224771
AC012676.4	AC012676.4	0	0.24851662	0.326392381	0.169328564	0	0.217115296
AC008737.1	AC008737.1	0	0	0.499971882	0.226607172	0.301602864	0.730475626
AL031429.2	AL031429.2	0	0.111651538	0.120339199	0.099176282	0	0.173477988
AC046158.2	AC046158.2	0	0	0	0	0	0
AC006504.8	AC006504.8	2.107259349	2.164628616	1.774143962	2.633965873	1.632333368	1.367471715
AC009248.2	AC009248.2	0	0	0	0	0	0
AL158835.2	AL158835.2	0.431388687	0	0.938985795	1.007252921	1.451635779	1.664692175
AC003687.1	AC003687.1	0	0	0	0	0	0
AA06	AA06	0	0	0	0	0	0
AP000351.8	AP000351.8	0.557941337	0.665380946	0.32592977	0.815719691	0.689235636	0.857989751
AC068058.1	AC068058.1	0	0	0	0	0	0
AC235097.1	AC235097.1	0	0	0	0	0	0
AC022467.1	AC022467.1	0	0	0.100054297	0	0	0
AC074008.1	AC074008.1	0	0	0	0	0	0
AC008735.1	AC008735.1	0.197323178	0.241237359	0.178199608	0.147214207	0	0.150007188
AC025031.3	AC025031.3	0	0	0.275145349	0	0	0.222918291
AC025162.2	AC025162.2	0.565913949	0.581359925	0.146811603	0.337031681	0.309666318	0.22839513
DPYD-IT1	DPYD-IT1	0.506288124	0	0.253623858	0	0.26689206	0.195182529
AC131009.3	AC131009.3	2.015297736	1.525021476	2.938396837	2.359816314	3.629869487	2.868052583
AL355102.1	AL355102.1	0.406231882	0.181676333	0	0.438725063	0	0
AC068790.5	AC068790.5	1.333950336	0.876272146	1.083131656	1.409325759	0.588506213	0.616957989
AL359962.1	AL359962.1	0.424370696	0.642228373	0.678352302	0.993149716	0	0.559137398
AC018904.2	AC018904.2	0	0.131860878	0	0	0	0
AC099066.1	AC099066.1	0	0.27861761	0	0.24879105	0	0
AC216281.1	AC216281.1	0.145487039	0.121354046	0.361109172	0	0	0.204014225
AC134349.1	AC134349.1	0	0.164405284	0.090509717	0.074654219	0	0
AP003396.5	AP003396.5	0	0	0	0	0	0.085404532
GPC5-IT1	GPC5-IT1	0	0	0	0	0	0
AL162456.1	AL162456.1	0	0	0.03395829	0	0.037076851	0
AC096947.1	AC096947.1	0.210535994	0.332722826	0	0.156355193	0	0
HECW1-IT1	HECW1-IT1	0	0	0.035271004	0	0	0
AC010186.3	AC010186.3	1.216728012	1.622035415	0.36454666	1.726225245	0.188647789	0.429136013
AC006213.4	AC006213.4	0.92931608	1.220317571	0	1.121711706	0	0
AC011462.3	AC011462.3	0	0	0	0	0	0.169291359
RPS6KA2-IT1	RPS6KA2-IT1	0.297143277	0.249882179	0	0.322719629	0	0
AL049840.3	AL049840.3	1.986629371	2.348983037	3.063228528	2.448916805	2.767851805	2.829317836
ARHGEF9-IT1	ARHGEF9-IT1	0.275768732	0	0	0	0	0
AC002128.1	AC002128.1	0.408099876	0.3457597	0.316101708	0.405128662	0.149013475	0.394514142
AL157396.1	AL157396.1	0.011743524	0.013139875	0.007356428	0	0	0.034285876
AL442125.2	AL442125.2	1.44035693	1.27146751	1.514617174	0.636162884	1.624540773	1.145651372
AC090236.2	AC090236.2	0.260396673	0.411121404	0.127937501	0.250688769	0.069738594	0.051705919
AC005072.1	AC005072.1	0	0	0	0.036610657	0	0.18157457
PSORS1C3	PSORS1C3	0	0	0	0	0	0
AC009269.4	AC009269.4	0.212360156	0	0.193457627	0.13575825	0.109863325	0.08025761
AC112496.1	AC112496.1	0.309088855	0.26000638	0.146089502	0	0	0.11812433
GK-IT1	GK-IT1	0	0	0	0	0.084112989	0
AC134775.1	AC134775.1	0.291258166	0.338813455	0.210802785	0	0	0
AC139100.2	AC139100.2	1.829853618	2.386220507	0.592623992	2.404219205	0.959143986	1.194786791
AL162390.1	AL162390.1	0	0.098747516	0.106919254	0.129855101	0	0.207096964
AC243742.1	AC243742.1	0	0	0	0	0	0
SOS1-IT1	SOS1-IT1	0.856604903	0.797399859	0.917955652	0.753556617	0.443446461	0.563309471
AC010632.2	AC010632.2	0	0.153962241	0.05659421	0.118869198	0	0
MLIP-IT1	MLIP-IT1	0	0	0	0	0	0
AC121761.2	AC121761.2	0.53403769	0	1.662510872	0.889604372	0.701151568	1.550408193
ALMS1-IT1	ALMS1-IT1	1.495787247	1.293052597	0.636689113	1.69748027	0.133877939	0.368805219
AL603962.1	AL603962.1	0	0	0.754969573	0.87046494	1.020569761	0.532065557
AL591623.1	AL591623.1	0	0.05994871	0.272186864	0.053282225	0	0.127804412
AL662889.1	AL662889.1	0	0	0	0	0	0
AC024075.2	AC024075.2	1.865451694	2.170524397	1.658915232	1.991325014	1.761540595	1.773063756
AC092675.2	AC092675.2	0	0	0	0	0	0
AC004241.4	AC004241.4	0.068259163	0	0.177328478	0	0.068163663	0.097577358
AC135050.6	AC135050.6	3.797238187	4.224098172	3.484188412	4.080323383	3.771851781	3.725271086
AL135838.1	AL135838.1	0	0	0	0.503677439	0	0
AC007546.1	AC007546.1	0.164012601	0	0.7175604	0.337820681	0	0.826920616
AL596087.2	AL596087.2	0	0.455760934	0.486204642	0.149856354	0.377177068	0.279024303
AL138689.1	AL138689.1	0.458225546	0.549901757	0.223132128	0.348919038	0.246719396	0.181479161
AL021878.3	AL021878.3	0.274000387	0.426539579	0.185112976	0.343093949	0.143113865	0.41289206
AP001619.1	AP001619.1	0	0.189728429	0.381359797	0.319851428	0.421378974	0.681765881
AC107308.1	AC107308.1	0	1.435745925	2.393163556	0.809825173	2.261007198	2.703063037
AC027796.5	AC027796.5	0	0	0	0.239792728	0	0.228904865
AC007671.1	AC007671.1	0	0	0	0	0	0
AC092828.1	AC092828.1	0	0.010411206	0.088335934	0.027566697	0.012527941	0
AC022150.2	AC022150.2	0.135961377	0.218980745	0.128171565	0.10054215	0	0
AC073487.1	AC073487.1	0.335104753	0.147982621	0.158948362	0.131518105	0	0.128601442
AF129075.1	AF129075.1	0.603779908	0.452864235	0.793555504	0.465595267	0.602798913	0.891507846
AC009704.2	AC009704.2	0	0.457046841	0.181080918	0	0	0
NCKAP5-IT1	NCKAP5-IT1	0	0	0	0	0	0
AC020910.1	AC020910.1	1.121366911	1.123003954	0.756355525	1.430515443	0	0.185846252
AC009996.1	AC009996.1	0.132822129	0.48431243	1.158912181	0.709740581	0.469739095	0.569364705
AC023595.1	AC023595.1	0	0	0	0	0	0
AC079414.3	AC079414.3	1.273378626	1.679590444	1.465775999	1.577890417	0.765504195	1.687584802
RC3H1-IT1	RC3H1-IT1	0	0	0.202568174	0	0	0.164420732
AC006213.5	AC006213.5	0.462181134	0.697256064	0	1.066805623	0	0
AC011297.1	AC011297.1	0.033620199	0.027986157	0.030380718	0.12012656	0.033657267	0.048513954
ESRG	ESRG	3.338189057	3.356014187	7.152254416	3.366024201	4.105745116	6.894684399
AL163051.2	AL163051.2	1.309653514	1.279691175	0.91329424	1.253353978	0.863787832	0.437401406
AC089999.2	AC089999.2	1.383530122	1.220515698	0.269253425	0.943951324	0.938643363	0.989809686
AC124283.3	AC124283.3	0.412101876	0.125833708	0.756186411	0.111785591	0.411071494	0.634059768
AL139287.1	AL139287.1	3.676707462	4.059753279	3.761944762	4.1545022	3.831289507	3.377559685
NEGR1-IT1	NEGR1-IT1	0	0	0	0	0	0
AC027279.2	AC027279.2	0	0.0861851	0	0.076560463	0	0
AC068790.6	AC068790.6	0.959993403	0.472303719	0.49857665	0.754104173	0	0.980111603
AC022079.1	AC022079.1	0	0.237365472	0.133016066	0.109754229	0.14771828	0
AC087893.1	AC087893.1	0.249111556	0	0.325332298	0	0.64537795	0.558753513
AL590302.1	AL590302.1	0	0	0	0	0	0
AC104984.5	AC104984.5	0	0	0	0	0	0
AC008764.7	AC008764.7	0.265685325	0.274291484	0.184499936	0.152306749	0	0.101631656
AC006116.10	AC006116.10	0	0	0	0	0	0
AC006116.5	AC006116.5	0	0.136865318	0.147176427	0	0	0
BACH1-IT1	BACH1-IT1	0.361126021	0.305071656	0.399442377	0.20961681	0.098926959	0.206043018
AP000240.1	AP000240.1	0.416290657	0.634254974	0	0.792024054	0.414848855	0.43939016
AC024075.1	AC024075.1	0.189308417	0.613117644	1.222835467	0.711340717	0.16950688	1.108912469
AL365436.2	AL365436.2	0.178710817	0.408021593	0.555700342	0.254034028	0	0.248580982
AC063965.1	AC063965.1	0	0.669397826	0	0.334279937	0	0
AC079174.1	AC079174.1	0	0	0	0	0.402346722	0
AC135050.5	AC135050.5	1.003961966	1.02769903	1.538707006	0.715948706	1.001571681	1.386700602
AC012291.1	AC012291.1	0	0	0	0	0	0
AC092802.3	AC092802.3	0	0.208976652	0.223483099	0.632091358	0	0.180966387
AL049840.5	AL049840.5	1.375417611	0.935296799	1.459625714	0.853079854	0.574442579	1.460291733
AL031779.1	AL031779.1	0	0	0	0	0	0
AC040169.3	AC040169.3	0.508369828	0.232310784	0.359643732	0.471085466	0.507222268	0.462588451
AC092756.1	AC092756.1	0.927655289	0.189835942	0	0.800811705	0.225241608	0.568164447
RASA2-IT1	RASA2-IT1	0	0.120826611	0	0	0	0.203144763
KCNQ5-IT1	KCNQ5-IT1	0	0	0	0	0	0
AC016027.2	AC016027.2	0.160951158	0.070101859	0.099126717	0.021394158	0.028077562	0.103701734
AP006259.1	AP006259.1	0	0	0	0	0.164227624	0
AL008727.1	AL008727.1	0.111038392	0.115039504	0.065022149	0.080350401	0	0.091441767
AC090607.4	AC090607.4	0	0	0	0	0	0
AP003117.1	AP003117.1	0	0	0	0	0	0
AC006947.1	AC006947.1	0	0	0.180546362	0	0	0
AC010999.1	AC010999.1	0	0	0	0.284491628	0	0
WWTR1-IT1	WWTR1-IT1	0.29234004	0	0.377361448	0.315769086	0	0.308226887
AC100774.1	AC100774.1	0	0	0.080908118	0	0	0
AC010536.2	AC010536.2	0	0.542072778	1.976440626	0.264779012	0	2.228258431
AC025766.1	AC025766.1	0	0.574544303	0.232822821	0	0	0.188528793
PEG13	PEG13	0	0	0	0	0	0.0086887
AC026368.1	AC026368.1	0.342847123	0.199108818	0.111103445	0.177500705	0.123301736	0.401495037
AL137060.1	AL137060.1	0.765968338	0.915876511	0.093020856	0.963239574	0.351931308	0.311162455
AL392089.1	AL392089.1	2.382578724	1.793700736	0.355603826	1.119455784	0.133659658	1.228342176
ZNF346-IT1	ZNF346-IT1	0.217128948	0.273579146	0.469026353	0.161422076	0.116896619	0.345149944
AL161725.2	AL161725.2	0	0.223164263	0.442663287	0.198215017	0	0
AC015871.3	AC015871.3	1.340949594	1.17061092	0.879450136	1.35344751	0.628640166	0.82149308
AC022431.1	AC022431.1	0	0.145244419	0.156066487	0	0	0
AC104232.2	AC104232.2	0.471975069	0.469270226	0	0.422545192	0	0.222743984
AL136984.1	AL136984.1	0	0	0.100187682	0.027918661	0	0.027513052
AC244093.4	AC244093.4	0.229058735	0.192071673	0.107094334	0.171206827	0.174764331	0.043893059
AC084781.2	AC084781.2	0	0	0	0	0	0
AC068580.1	AC068580.1	2.898543104	2.220398063	1.201765579	1.486997479	1.57468283	1.603421015
AL359091.5	AL359091.5	0	0.724453825	1.54915163	0.193592617	1.363092561	1.081891782
AL133330.1	AL133330.1	0.334647216	0.194129929	0.474732989	0.089116952	0.334010997	0.523450551
AC013564.1	AC013564.1	0	0	0.107677158	0	0	0
ST6GAL2-IT1	ST6GAL2-IT1	0	0	0	0	0	0
AL161908.2	AL161908.2	0	0	0	0	0	0
AL162724.1	AL162724.1	0.300859385	0	0	0	0.54660262	0
AC090116.1	AC090116.1	0.891027156	1.703229189	0	1.640320142	0	0
AC026356.1	AC026356.1	1.514359638	1.107091923	0.468149531	1.17037377	0.549516392	0.387050364
AC020978.1	AC020978.1	0	0	0.415968458	0.358004588	0	0.335280867
AL079304.1	AL079304.1	0	0	0	0	0	0
ASAP1-IT2	ASAP1-IT2	0.070338901	0	0.094048879	0.051813092	0	0.025822307
AC022367.1	AC022367.1	0	0	0	0	0	0
AC009878.1	AC009878.1	0	0	0	0	0	0
E2F3-IT1	E2F3-IT1	0	0	0	0	0	0.195172448
AC007952.9	AC007952.9	0.93413601	0	0	0	0	0
AL139099.2	AL139099.2	0.322165831	0.224908347	0.326454512	0	0	0.194393466
AL021578.1	AL021578.1	0.756668932	0.835680776	0.207146954	1.137018172	0.516094846	0.455645219
AC008743.1	AC008743.1	0	0	0	0	0	0
AC008737.3	AC008737.3	0	0	0	0	0	0
AC011461.1	AC011461.1	0.322990681	0.475982396	0.409020472	0.448148228	0.494693114	0.435333091
AC011396.3	AC011396.3	0	0	0	0	0	0
AC011472.3	AC011472.3	1.863276403	1.870636956	0.843873729	2.164406572	1.483204396	1.382750243
AC104472.1	AC104472.1	0.045998413	0.043530552	0.233549429	0.067703003	0.276858708	0.164845478
AL513477.2	AL513477.2	0.55624105	0.256323514	0.394885057	0.515606494	0.303903463	0.506046367
AL136295.7	AL136295.7	1.57287997	1.609788051	1.084003017	1.683485368	0.614968917	0.918698403
DSCR10	DSCR10	0	0	0	0	0	0
AC004918.3	AC004918.3	1.503236776	0.591207376	1.520080236	1.085220679	0.842983658	1.371218709
DLEU2L	DLEU2L	0.082533652	0.136597883	0.068636282	0.096882659	0.021070171	0.095575701
AC090970.2	AC090970.2	1.407200451	1.420988947	0.742953895	1.535391099	0.775748431	0.548326137
AC127024.4	AC127024.4	0	0	0.875539463	0.782271838	0.410977096	0.544725733
AC090617.1	AC090617.1	0	0	0	0	0	0
AC087752.3	AC087752.3	0	0.099411423	1.002608918	0	1.023035293	0.947472413
HM13-IT1	HM13-IT1	0.324446572	0.702577761	1.475619308	0.243800672	0.322484291	1.162693432
AL110115.1	AL110115.1	0	0.485188763	0.279887255	0	0.566527804	0
AC134349.4	AC134349.4	0	0.164405284	0.090509717	0.074654219	0	0
AL583805.2	AL583805.2	0	0	0.002178181	0	0	0
KIRREL1-IT1	KIRREL1-IT1	0	0.12790489	0.263291664	0	0.417181193	0.310984536
AC011462.4	AC011462.4	0.591903415	0.639835051	1.03658773	0.453834661	0.224489811	0.782127548
AC005746.1	AC005746.1	0	0.098156086	0.105947418	0	0	0
AC011479.3	AC011479.3	0.037893278	0.06230259	0	0.027967055	0	0.132786997
AC006116.6	AC006116.6	0.37807764	0.795659739	0.122726384	0.659661562	0.069390362	0.236512211
AC092652.3	AC092652.3	0	0	0	0	0	0
AC092811.1	AC092811.1	0	0	0	0	0	0
AC011479.2	AC011479.2	0.62324696	0.376035833	0.565493844	0	0.2379638	0.228462859
AL589739.1	AL589739.1	0.662338595	0.566929104	0	0.277989507	0	0.271897732
HAO2-IT1	HAO2-IT1	0	0	0	0	0	0
AC093516.1	AC093516.1	0	0	0	0	0	0
AC079075.1	AC079075.1	0	0	0	0	0	0.163426596
AC027544.2	AC027544.2	0.139314936	0.11618188	0.34697277	0	0	0
AC009558.2	AC009558.2	0	0	0	0	0	0
AC084882.1	AC084882.1	0	0	0	0	0	0
AL162171.3	AL162171.3	0.043159974	0.13843966	0.220625894	0.153184033	0.064169741	0.234298973
AC009032.1	AC009032.1	0.445325193	0.804156015	0.21485716	0.337253239	0	0
AC006064.5	AC006064.5	0	0.881381142	0	0	0	0
AC020915.2	AC020915.2	0.318278658	0.497941357	0.958406925	0.355122291	0	0.648228886
AC092868.2	AC092868.2	0.193894091	0.307604552	0	0	0	0.140679201
AC068790.4	AC068790.4	0.540909088	0	1.130449891	0.99167113	0	1.168674124
AC016747.3	AC016747.3	0.533706863	0.438847464	0.48572358	0.522455549	0	0.451394182
AC007728.3	AC007728.3	0	0	0.444622545	0.082711036	0.311685621	0.081190714
FBXO36-IT1	FBXO36-IT1	0	0.129413991	0	0	0	0
AC104564.2	AC104564.2	0	0	0.236488945	0	0.48274711	0.192475732
ITPKB-IT1	ITPKB-IT1	0	0	0	0	0	0
AC084781.1	AC084781.1	0	0	0	0	0	0
AC011379.1	AC011379.1	0	0.044476517	0.0466253	0.036960282	0.133695164	0.05126601
AP001085.1	AP001085.1	0	0	0	0	0	0
AC004241.3	AC004241.3	0.745910218	0.640752329	1.550255493	0.758470338	2.172218665	1.770697982
PPP2R2B-IT1	PPP2R2B-IT1	0	0	0	0	0	0
AL645608.5	AL645608.5	2.174416007	3.051513058	0	2.969196548	0	0
SMYD3-IT1	SMYD3-IT1	0.576813308	0	0.738524882	0.453371129	0.740531277	0.932259264
DISC1-IT1	DISC1-IT1	0.555825969	0.569127456	1.067514816	0.541246199	0	0.436312179
DNM3-IT1	DNM3-IT1	0	0	0.636711383	0	0	0
AC108727.1	AC108727.1	0.509002574	0.432186557	0	0.547240542	0	0.200780537
AL391261.4	AL391261.4	0	0.169994249	0.18215961	0	0.202727386	0
AC104564.3	AC104564.3	0.847324294	0.708860852	0.191500747	0.662966531	0.21315688	0.155087306
AC104564.5	AC104564.5	0.073473671	0.11976771	0	0	0.073350818	0.053395954
AC012653.2	AC012653.2	0.249566698	0	0	0	0	0.180966387
AC004466.2	AC004466.2	0.183722789	0	0.312397983	0	0.491470379	0.133260883
AC091231.1	AC091231.1	0	0	0.249821515	0	0	0.379850489
AL645941.1	AL645941.1	0.871333491	1.06421376	0.451248572	1.005227501	0.634061627	1.457252816
AL121929.1	AL121929.1	0	0.150009788	0	0	0	0
AC009137.2	AC009137.2	0.260519521	0.316821159	0.4371702	0.195074153	0	0.278231026
INE1	INE1	0.889545968	1.061803842	1.252433826	0.896539241	0.919838122	1.363030867
AC124067.2	AC124067.2	2.155580865	2.069210646	0.167410599	2.642953357	0	0
AL136982.3	AL136982.3	0	0.103377855	0.215036151	0.091826413	0	0.254927771
AC016590.2	AC016590.2	0	0.463648611	0	0	0	0.406637889
AP001271.1	AP001271.1	0.823916442	0	1.585515428	0	0	0
BREA2	BREA2	0.205646495	0.088861679	0.45338588	0.117006241	0.519764305	0.414887812
AL022067.1	AL022067.1	0.583107927	0	0	0	0	0
AC011497.1	AC011497.1	0	0	0	0	0.396548613	0
AC009464.1	AC009464.1	0	0	0	0	0	0.153123056
AC022405.1	AC022405.1	0	0	0.312909087	0.136330529	0	0
AC009163.3	AC009163.3	0	0.358203815	0.315163912	0.483188915	0	0.06878237
AC009054.1	AC009054.1	0	0.203592088	0.407265724	0	0	0.176378947
AC009054.2	AC009054.2	0.872694824	0.816923227	1.510602466	1.119960355	0.717787613	1.096781346
AL079343.1	AL079343.1	0	0	0	0	0	0
AL442125.1	AL442125.1	0.2459191	0.236197467	0.93908738	0.28810101	0.313628971	0.723107662
AC008395.1	AC008395.1	0	0.235609434	0.467305569	0	0	0
AC008115.3	AC008115.3	0.992183259	1.452706123	1.216194086	1.28989937	0.692742307	0.912839146
AC026474.1	AC026474.1	0	0	0	0	0	0
AC009127.1	AC009127.1	0.270974988	0.400482188	0	0.627659129	0	0.231270188
DSCR4-IT1	DSCR4-IT1	0	0	0	0	0	0
Z98749.1	Z98749.1	0.463788791	0	0.154054301	0.244378069	0	0.239277048
AC106028.2	AC106028.2	0.214617228	0	0	0.178895624	0	0
AC004147.1	AC004147.1	0	0	0	0	0	0
ARHGAP26-IT1	ARHGAP26-IT1	0	0	0	0	0	0.204848115
AL021878.4	AL021878.4	0.274000387	0.426539579	0.185112976	0.343093949	0.143113865	0.41289206
AFF2-IT1	AFF2-IT1	0	0	0	0	0	0
AL161891.1	AL161891.1	0.099620405	0.150683145	0.592244131	0.094443506	0.339350637	0.560755056
AC103726.1	AC103726.1	0	0	0	0	0	0
AC020661.4	AC020661.4	0	0	0.166895369	0	0.038657837	0
AGBL4-IT1	AGBL4-IT1	0	0	0	0	0	0
TUB-AS1	TUB-AS1	0	0	0	0	0	0
AC002551.1	AC002551.1	0.151527647	0.126418528	0	0.216495841	0.287885954	0.109994604
AC016597.2	AC016597.2	0	0	0	0	0.346400973	0
AC073367.1	AC073367.1	0.435968827	0.595453055	0.109666519	0.774303392	0	0.396824773
AC113398.2	AC113398.2	0	0	0	0	0	0
AC004000.1	AC004000.1	0	0.530319496	0.079036979	0.606776686	0	0
AC011477.2	AC011477.2	0	0.071658616	0.151178213	0	0	0
AL121839.2	AL121839.2	0.095295639	0.094750753	0.092766137	0.078626092	0.043315105	0.094755887
AC087721.1	AC087721.1	0	0	0.864523337	0.292080841	0	0.149869357
AL442067.2	AL442067.2	0.314254515	0	0.516148313	0	0	0.891891194
AL442067.1	AL442067.1	0	0.610478019	1.086709048	0	1.195964864	1.674781516
AL138955.1	AL138955.1	0.277228994	0.286152521	0.06713162	0.159166726	0	0.054115242
AL391001.1	AL391001.1	0.328504468	0.578941611	0.204997063	0.857084455	0.226631832	0.451300276
AL357568.2	AL357568.2	0	0.079215749	0.043612159	0	0	0
AC092809.2	AC092809.2	0.291827488	0.196420715	0.393985038	0.192845599	0	0.075534274
AC084824.4	AC084824.4	0.83085078	0.900504773	1.132688701	1.463418436	0.319306935	0.619725698
AC003659.1	AC003659.1	0	0	0	0	0	0
AC010530.1	AC010530.1	0.182900742	0.137810392	0	0	0	0.116122113
AC048344.4	AC048344.4	1.366190704	1.615501048	0.767924246	1.545894256	1.363249589	1.022460143
AC104002.2	AC104002.2	0	0	0	0	0	0
AC068792.1	AC068792.1	0.252408392	0.395599185	0.225914066	0	0	0.345407731
AC121320.1	AC121320.1	0.186906179	0.080332526	0.246352142	0.157029477	0	0.070949946
TTLL7-IT1	TTLL7-IT1	0	0.170177611	0.150268509	0.140355927	0.066237328	0.16730654
AL807757.2	AL807757.2	0	0.171202984	0	0.152562462	0.105613584	0.076873184
AL008718.3	AL008718.3	0.688653941	0.322958388	0.621436295	0.289154557	0	0
AP000866.6	AP000866.6	0.435923076	0.276092833	0.365078827	0.271304351	0.139047692	0.250174545
BACH1-IT3	BACH1-IT3	0	0	0	0	0	0
AC083799.1	AC083799.1	0.953290572	1.260429193	3.108512748	1.190330402	3.234562632	3.066371673
AC023301.1	AC023301.1	0	0	0	0	0	0
AC006538.1	AC006538.1	2.485540177	2.707765514	1.428892762	2.78698521	1.573510257	1.483121827
STARD13-IT1	STARD13-IT1	0	0	0	0.165965949	0	0
AC090220.1	AC090220.1	0	0.035398973	0	0	0.042546847	0
AL138999.1	AL138999.1	0	0	0.171757663	0	0	0.144397535
TRIM36-IT1	TRIM36-IT1	0	0.075642703	0.081845845	0	0	0
AC092068.3	AC092068.3	0.136378308	0.170621174	0.094109431	0.077055505	0	0.052485732
AC026991.1	AC026991.1	0	0	0	0	0	0
AC092068.2	AC092068.2	0	0.135896516	0.303071133	0.191255635	0.083691021	0.252774108
AC006538.3	AC006538.3	0	0	0.140565344	0	0	0
AC009102.1	AC009102.1	0	0	0	0	0	0
AC002558.3	AC002558.3	0.075842974	0.182406272	0.133746843	0.055947354	0	0.365677534
FAR1-IT1	FAR1-IT1	0.307318934	0	0	0.229606379	0	0.415957645
AC012676.8	AC012676.8	0	0.24851662	0.326392381	0.169328564	0	0.217115296
AC067817.1	AC067817.1	0	0	0	0	0	0
AC099506.1	AC099506.1	0	0	0.015305587	0	0	0.014499984
AC006237.1	AC006237.1	0	0	0	0	0	0
AC073326.1	AC073326.1	0	0	0.282055431	0	0	0
AC027807.2	AC027807.2	0.48214199	0	0.233740839	0	0	0
AC079915.1	AC079915.1	0.025026668	0.120502838	0.088602426	0.041022565	0.049595641	0.156167476
AC124312.5	AC124312.5	0	0	0	0	0	0
AC124303.1	AC124303.1	0	0	0	0	0	0
ANKRD44-IT1	ANKRD44-IT1	0	0	0.067092785	0.053271102	0.071981322	0.106223678
AL132656.3	AL132656.3	0.504047777	0.565585478	0.12036946	0.333596618	0.045626651	0
AL445223.1	AL445223.1	0	0	0	0	0	0
AL133297.1	AL133297.1	0	0	0.441044655	0	0.263832476	0.192187852
